PALABRA,TEMATICA - HOMOLOGACION,TEMATICA - PQR,SUBTEMATICA - SEGUIMIENTO RESPUESTA ,SUBTEMATICA - EQUIPO BLOQUEADO,SUBTEMATICA - OTROS,SUBTEMATICA - IMPOSIBILIDAD OBTENER REQUISITOS,SUBTEMATICA - PROBLEMAS DE REGISTRO,SUBTEMATICA - REALIZAR EL TRAMITE HOMOLOGACION,SUBTEMATICA - PETICION POR FORMULARIO,SUBTEMATICA - EQUIPO NO HOMOLOGABLE VENDIDO POR AUTORIZADO,SUBTEMATICA - CONSULTA DE PERTINENCIA,SUBTEMATICA - EQUIPO NO HOMOLOGABLE VENDIDO POR COMERCIO COLOMBIANO,SUBTEMATICA - CORRECION CARTA DE HOMOLOGACION,SUBTEMATICA - COMPLEMENTACION POSTULACION,SUB-SUBTEMATICA - NO APLICA
sep,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
2.001,0,6,0,0,0,0,0,0,6,0,0,0,0,0,6
existía,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
sanitarium,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
dificultad,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
768,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
appreciated,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
nit,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
blq,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
hoevenberg,0,6,0,0,0,0,0,0,6,0,0,0,0,0,6
11:40,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
sender,1,12,0,0,0,0,0,0,12,1,0,0,0,0,13
bejarano,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
8411,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
dia,10,7,3,4,2,0,0,0,7,0,0,0,0,1,17
satisfacer,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
aquellas,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
cargaran,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
participó,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
distribuir,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
demás.,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
contraseña,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
lega,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
complementación,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3
nacionales,0,11,0,0,0,0,0,0,11,0,0,0,0,0,11
problema,17,6,0,14,0,2,0,0,6,0,0,1,0,0,23
4601,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
turno,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
asesora,0,9,0,0,0,0,0,0,9,0,0,0,0,0,9
notice,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
desarrollado,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
asumir,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
suficiente,2,3,0,2,0,0,0,0,3,0,0,0,0,0,5
envió,5,2,0,3,1,0,0,1,2,0,0,0,0,0,7
mi5,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3
reenviar,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
perímetro,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
data,0,6,0,0,0,0,0,0,6,0,0,0,0,0,6
llegaría,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
presentarme,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
coloco,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
equipo.,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2
23-12-2.014,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
accessible,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
sra,2,0,0,1,0,0,0,0,0,0,0,0,1,0,2
9489,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2
deba,1,3,0,0,0,0,0,0,3,0,0,1,0,0,4
interesa,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
concerniente,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
explicado,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
opinión,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
adelantar,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2
constatar,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
dicen,12,4,2,9,0,1,0,0,4,0,0,0,0,0,16
supervisión,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
así,10,16,0,9,0,0,1,0,16,0,0,0,0,0,26
present,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
nice,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
registrado,2,2,0,1,0,0,0,1,2,0,0,0,0,0,4
morozo.-,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
importamos,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
lópez,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
deber,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
fccid,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
b,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
legalmente,5,6,3,2,0,0,0,0,6,0,0,0,0,0,11
cordialemente,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
only,0,7,0,0,0,0,0,0,7,0,0,0,0,0,7
icontec,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
capacidad,1,2,0,1,0,0,0,0,2,0,0,0,0,0,3
bolsas,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
sigue,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
comunicará,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
gutierrez,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
motiva,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
instituidas,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
deseas,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
incorrecto,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
causales,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
aprecia,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
gabriel,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
prevalecerán,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
4262,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
adelanten,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
subject,3,6,0,0,0,0,0,0,6,0,2,0,1,0,9
disponible,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
gestiones,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
xperia,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
informes,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
deban,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
válida,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2
anular,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
______________________________________________________________________________,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
cometido,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
implica,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
bloquear,6,0,0,5,0,0,1,0,0,0,0,0,0,0,6
1.2,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
l53sk2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
802.11,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3
vino,3,0,0,2,0,0,0,1,0,0,0,0,0,0,3
cmmit,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
clausula,0,7,0,0,0,0,0,0,7,0,0,0,0,0,7
inc.,2,5,0,0,0,0,0,0,5,0,1,0,1,0,7
arrendamiento,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
informarme,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
envían,1,2,0,1,0,0,0,0,2,0,0,0,0,0,3
acumulables,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
nuevamnete,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
indicarían,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
termino,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
regulado,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
monopolísticas,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
cmiit-id,20,0,0,20,0,0,0,0,0,0,0,0,0,0,20
corrección,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
observancia,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
attached,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
aplicación,1,4,0,1,0,0,0,0,4,0,0,0,0,0,5
cliente”,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
imeis,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
reemplazo,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
lea,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
telf:3103606961-3174145918,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
estadounidense,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
primeros,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
busca,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
administran,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
quejarnos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
nuevamente,15,9,1,11,1,1,0,0,9,0,0,0,1,0,24
agua,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
comprender,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
advanced,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
//www.crcom.gov.co/es/pagina/tr-mites,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6°,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
tenaa,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
usuarios,2,25,0,1,0,0,0,0,25,0,1,0,0,0,27
195,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2017715350,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
trabajadores,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
adicionalmente,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
zapata,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
asociados,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
banco,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
to,5,29,0,0,0,0,0,0,29,1,3,0,1,0,34
etc,2,6,0,2,0,0,0,0,6,0,0,0,0,0,8
reintegre,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
obtuve,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
mayor,1,8,0,1,0,0,0,0,8,0,0,0,0,0,9
suspenderán,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
ceñirse,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
80851602,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
gestionó,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
3185503484,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
520kl,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
likewise,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
acaso,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
spade,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
tv,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
95037,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
prevenir,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
corta,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
notificaciones,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
etiquetas,3,0,0,2,1,0,0,0,0,0,0,0,0,0,3
windowtext,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
fotos,14,5,1,9,1,1,0,2,5,0,0,0,0,0,19
cumplimiento,0,7,0,0,0,0,0,0,7,0,0,0,0,0,7
surtida,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
pensé,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
negativa,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
conocer,1,4,0,1,0,0,0,0,4,0,0,0,0,0,5
201421457,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
conclusión,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
cargas,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
retención,1,2,0,1,0,0,0,0,2,0,0,0,0,0,3
ordenar,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
edwin,2,1,0,0,0,0,0,0,1,0,0,2,0,0,3
day,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
pantalla,7,0,0,4,1,2,0,0,0,0,0,0,0,0,7
ayudas,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
ofrecidos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
apply,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
villavicencio,1,2,0,0,1,0,0,0,2,0,0,0,0,0,3
diciembre,4,36,0,1,0,2,0,0,36,0,0,0,0,1,40
ruido,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
exijan,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2
aplica,0,7,0,0,0,0,0,0,7,0,0,0,0,0,7
.msochpdefault,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
unintended,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
gather,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
trabajar,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
forma,6,11,1,5,0,0,0,0,11,0,0,0,0,0,17
pro,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4
r,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
radiqué,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
pues,9,12,2,5,0,1,0,0,12,0,0,1,0,0,21
comcel,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
francia,3,1,0,2,1,0,0,0,1,0,0,0,0,0,4
1,4,42,0,3,0,0,0,0,42,0,0,0,0,1,46
inapropiada,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
envigado,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
4:02,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
cámara,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
organizadas,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
después,8,21,0,3,2,0,0,0,21,0,1,0,1,1,29
funciona,3,3,0,3,0,0,0,0,3,0,0,0,0,0,6
serrate,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
exitosamente,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
lin,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
acaban,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
continuación,1,4,0,1,0,0,0,0,4,0,0,0,0,0,5
debería,0,6,0,0,0,0,0,0,6,0,0,0,0,0,6
procuraduria.gov.co,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
falsas,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
concedan,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
ldi,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
realizan,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
mostro,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
varios,3,6,0,3,0,0,0,0,6,0,0,0,0,0,9
manipulación,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
nit.800.090.789-9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
normal,0,8,0,0,0,0,0,0,8,0,0,0,0,0,8
equipos,22,7,0,19,0,0,0,0,7,1,2,0,0,0,29
tantas,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
lenin,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
artículos,1,3,0,1,0,0,0,0,3,0,0,0,0,0,4
telefonica,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
pasando,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
45,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
pessoa,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
there,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
neos2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
encienden,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
dirigirse,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
telefonia,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
residenciales,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
call,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
manifesté,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
underline,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
mariana,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
ita,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2
//www.gilf-gsr-venue2011.gov.co,1,1,0,0,0,0,0,0,1,0,1,0,0,0,2
verificar,3,5,0,2,0,1,0,0,5,0,0,0,0,0,8
mano,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
201550157,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
traza,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
¿,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2.2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
político,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
pague,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
sogamoso,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
credibilidad,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
ochoa,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
avalado,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
igualdad,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
validity,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
see,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
labores,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
fe,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
iii,0,9,0,0,0,0,0,0,9,0,0,0,0,0,9
aquasia,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
respondió,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
12.132.559,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
advierta,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
50,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
vinculen,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
vallan,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
f/utp,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
suministrada,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
factura,13,23,3,8,0,0,0,1,23,1,0,0,0,0,36
vía,2,8,0,2,0,0,0,0,8,0,0,0,0,0,10
sostenida,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
dueño,1,4,0,1,0,0,0,0,4,0,0,0,0,0,5
are,3,17,0,0,0,0,0,0,17,1,2,0,0,0,20
quintero,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
advance,1,1,0,0,0,0,0,0,1,0,1,0,0,0,2
relativos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
presentando,3,4,0,3,0,0,0,0,4,0,0,0,0,0,7
empezará,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
preparadas,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"0,295",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
viable.,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
irse,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
corregimientos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
mantenernos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
ámbito,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
liberado,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
notificarlo,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
201550158,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
verdadero,0,6,0,0,0,0,0,0,6,0,0,0,0,0,6
4488150000205368,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
verdad,3,0,1,2,0,0,0,0,0,0,0,0,0,0,3
homólogacion,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
140164091328038,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
chan,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
debitado,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
permiten,2,1,0,2,0,0,0,0,1,0,0,0,0,0,3
contrato,0,21,0,0,0,0,0,0,21,0,0,0,0,0,21
www.movistar.co,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
olga.cortes,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
mariana.sarmiento,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
procedió,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
04-01-15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
solely,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2
párrafo,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
yalta,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
lleguen,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
4.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
span.msohyperlink,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
siendo,3,6,0,3,0,0,0,0,6,0,0,0,0,0,9
identificación,14,1,0,14,0,0,0,0,1,0,0,0,0,0,15
cobertura,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
atenderemos,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
habitaciones,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
consumidos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
incorporar,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
5:30,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
vivienda,0,7,0,0,0,0,0,0,7,0,0,0,0,0,7
87345336,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
cláusulas,0,8,0,0,0,0,0,0,8,0,0,0,0,0,8
invoco,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
font-face,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
dc,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
preservar,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
excesivo,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
hechos,0,10,0,0,0,0,0,0,10,0,0,0,0,0,10
n,2,1,2,0,0,0,0,0,1,0,0,0,0,0,3
noguera,1,2,0,0,0,0,0,0,2,0,1,0,0,0,3
utilizar,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2
48.073,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
poniendo,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
cód,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
buitrago,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
cumplido,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
movistar.-,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
serie,4,1,0,3,1,0,0,0,1,0,0,0,0,0,5
operaciones,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
equitativamente,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
disculpas,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
regulatorios,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
características,6,4,0,6,0,0,0,0,4,0,0,0,0,0,10
¿existe,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
baja,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
informaron,2,2,0,2,0,0,0,0,2,0,0,0,0,0,4
ahorros,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
facturas,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
realizada,3,3,0,2,1,0,0,0,3,0,0,0,0,0,6
651-252-9957,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
institucional,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
specializing,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
pantallazos,2,0,0,0,1,1,0,0,0,0,0,0,0,0,2
expedido,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
particularmente,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
telefono,8,0,0,5,0,3,0,0,0,0,0,0,0,0,8
persona,12,23,0,11,0,0,0,0,23,0,0,1,0,0,35
3502a,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
próximo,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
holder,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
nuevas,1,4,0,1,0,0,0,0,4,0,0,0,0,0,5
2017710212,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
habilitantes,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
8-75,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
defectuoso,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
octubre,2,5,1,1,0,0,0,0,5,0,0,0,0,0,7
magaly,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
regulatorio,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
conducta,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
902,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
mañana,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1305761,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
órdenes,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1277929,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
disponen,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
recibe,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
queja,3,14,0,2,1,0,0,0,14,0,0,0,0,0,17
afecten,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
magaly.duran,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
alguna,6,12,1,2,2,1,0,0,12,0,0,0,0,0,18
londoño,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
sm,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
doctor,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
tarde,1,5,0,0,1,0,0,0,5,0,0,0,0,0,6
aledañas,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
reincidencia,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
utilizando,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2
agradecería,6,0,0,6,0,0,0,0,0,0,0,0,0,0,6
diana.cardenas,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
apelación,0,7,0,0,0,0,0,0,7,0,0,0,0,0,7
02,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
133,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
yang,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3
exigen,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
fica,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
homologada,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2
p,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
26c,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
